record_kind,target,prev_id,next_id,offset,v101101_native_offset,v101103_break_evidence,classification,final_action,speaker_before,speaker_after,quote_role_around_boundary,RA19B_flow_action,reason,evidence_path
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_17.BODY.P056,,,57,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_17.BODY.P057,,,96,95,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 95; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_17.BODY.P058,,,38,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_17.BODY.P058,,,51,50,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 50; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_17.BODY.P059,,,192,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_18.BODY.P012,,,16,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_18.BODY.P037,,,242,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_18.BODY.P062,,,16,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_18.BODY.P069,,,40,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_18.BODY.P072,,,275,274,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 274; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_18.BODY.P073,,,13,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_18.BODY.P080,,,16,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_19.BODY.P067,,,152,151,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 151; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_19.BODY.P074,,,318,317,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 317; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_20.BODY.P015,,,106,105,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 105; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_20.BODY.P023,,,109,108,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 108; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_20.BODY.P024,,,314,313,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 313; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_20.BODY.P028,,,414,413,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 413; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_21.BODY.P013,,,27,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_21.BODY.P049,,,13,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_21.BODY.P056,,,13,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_21.BODY.P057,,,13,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,,,26,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,,,95,94,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 94; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_21.BODY.P090,,,283,282,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 282; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_21.BODY.P093,,,54,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_21.BODY.P169,,,17,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_22.BODY.P009,,,136,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_22.BODY.P036,,,50,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_22.BODY.P054,,,13,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_22.BODY.P088,,,32,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_22.BODY.P090,,,217,,present,OTHER_EXISTING_BOUNDARY_REQUIRES_PROOF,REMOVE,JESUS,,,,No exact/whitespace-equivalent v101.101 boundary and not a presentation-run start. Requires semantic review before successor; cannot be retained by default.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_22.BODY.P095,,,134,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,JESUS,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_22.BODY.P096,,,97,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_24.BODY.P008,,,41,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_24.BODY.P010,,,13,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_24.BODY.P010,,,370,369,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 369; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_24.BODY.P011,,,13,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_24.BODY.P017,,,218,217,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 217; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_24.BODY.P022,,,201,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.RELATED_HOUR_24.BODY.P022,,,220,219,present,V101101_SPEECH_END_BOUNDARY_KEEP,REMOVE,JESUS,,,,v101.103 boundary is displaced from native v101.101 offset 219; remove current offset and restore native offset.,v101103/index.html + v101101/index.html
CURRENT_V101103_LOCAL_BREAK,PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P003,,,13,,present,V101102_PLUS_DIVINE_START_BOUNDARY_REMOVE,REMOVE,,JESUS,,,Boundary is at a v101.103 divine presentation-run start with no matching v101.101 speech-end boundary; speaker change alone is not paragraph authority.,v101103/index.html + v101101/index.html
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.01.P008,,,110,110,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.01.P014,,,119,119,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.02.P014,,,203,203,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.02.P015,,,147,147,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.04.P034,,,113,113,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.04.P065,,,93,93,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.05.P028,,,483,483,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.05.REF.P005,,,142,142,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.06.P012,,,106,106,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.07.P007,,,165,165,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.07.P015,,,147,147,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.07.P030,,,22,22,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.07.P117,,,228,228,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.07.P125,,,128,128,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.08.P007,,,111,111,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.08.P008,,,42,42,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.08.P009,,,42,42,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.08.P009,,,140,140,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.08.P010,,,49,49,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.08.P014,,,34,34,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.08.P015,,,50,50,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.09.P010,,,147,147,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.10.P002,,,206,206,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.11.P010,,,141,141,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.11.P021,,,251,251,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.13.P005,,,147,147,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.15.P005,,,162,162,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.16.P015,,,103,103,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.16.P028,,,76,76,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.16.P045,,,193,193,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.17.P014,,,47,47,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.17.P044,,,293,293,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.18.P002,,,61,61,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.18.P031,,,156,156,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.18.P113,,,148,148,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.19.P018,,,95,95,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
